price,price_per_m2,area,district,floors,toilets,bedrooms,balcony,street_frontage,legal,interior,date,district_encoded
"2,9 tỷ","~48,33 triệu/m²",60.0,Thanh Xuân,,2 phòng,2 phòng,0,0.0,1,1,2025-02-25,20
"38,2 tỷ","~670,18 triệu/m²",57.0,Hai Bà Trưng,4 tầng,,,0,5.4,1,1,2025-02-25,5
"3,6 tỷ",~80 triệu/m²,45.0,Đống Đa,,,,1,0.0,1,1,2025-02-25,26
"13,2 tỷ","~253,85 triệu/m²",52.0,Hà Đông,4 tầng,4 phòng,4 phòng,0,4.0,1,1,2025-02-25,9
19 tỷ,"~237,5 triệu/m²",80.0,Đông Anh,,,,1,5.0,1,0,2025-02-25,25
"3,8 tỷ","~97,69 triệu/m²",38.9,Nam Từ Liêm,,1 phòng,1 phòng,1,0.0,1,1,2025-02-25,12
"6,9 tỷ","~181,58 triệu/m²",38.0,Hoàng Mai,4 tầng,4 phòng,4 phòng,1,3.5,1,1,2025-02-25,8
Thỏa thuận,,200.0,Đan Phượng,,,,0,0.0,1,0,2025-02-25,24
51 triệu/m²,"~5,54 tỷ",108.6,Thanh Trì,,2 phòng,3 phòng,1,0.0,1,0,2025-02-25,19
"3,85 tỷ",~77 triệu/m²,50.0,Nam Từ Liêm,,1 phòng,1 phòng,1,0.0,1,1,2025-02-25,12
"20,6 tỷ","~131,21 triệu/m²",157.0,Hà Đông,,,,0,0.0,1,0,2025-02-25,9
Thỏa thuận,,200.0,Hà Đông,,,,0,10.0,1,1,2025-02-25,9
"26,8 tỷ","~357,33 triệu/m²",75.0,Hoàng Mai,,,,0,5.0,1,1,2025-02-25,8
"6,6 tỷ",~165 triệu/m²,40.0,Hai Bà Trưng,4 tầng,3 phòng,4 phòng,0,4.0,1,1,2025-02-25,5
31 tỷ,"~413,33 triệu/m²",75.0,Hoàng Mai,,,,0,5.0,1,1,2025-02-25,8
45 tỷ,"~233,77 triệu/m²",192.5,Gia Lâm,4 tầng,6 phòng,6 phòng,0,10.0,1,0,2025-02-25,4
"4,6 tỷ",~115 triệu/m²,40.0,Gia Lâm,4 tầng,4 phòng,5 phòng,0,3.8,1,0,2025-02-25,4
"3,8 tỷ","~54,29 triệu/m²",70.0,Cầu Giấy,,2 phòng,2 phòng,1,0.0,1,1,2025-02-25,3
"5,9 tỷ","~73,75 triệu/m²",80.0,Thanh Xuân,,2 phòng,2 phòng,0,0.0,1,1,2025-02-25,20
"7,8 tỷ","~91,23 triệu/m²",85.5,Thanh Xuân,,2 phòng,3 phòng,1,0.0,1,1,2025-02-25,20
"45,16 tỷ","~319,4 triệu/m²",141.4,Đông Anh,,,,1,0.0,1,0,2025-02-25,25
Thỏa thuận,,42.5,Gia Lâm,,1 phòng,1 phòng,1,0.0,1,0,2025-02-25,4
Thỏa thuận,,120.0,Đan Phượng,4 tầng,6 phòng,6 phòng,1,6.0,1,1,2025-02-25,24
"8,8 tỷ","~183,33 triệu/m²",48.0,Thanh Xuân,5 tầng,4 phòng,4 phòng,1,4.0,1,0,2025-02-25,20
48 tỷ,~250 triệu/m²,192.0,Hà Đông,4 tầng,,,0,12.0,1,1,2025-02-25,9
"11,4 tỷ",~228 triệu/m²,50.0,Bắc Từ Liêm,4 tầng,4 phòng,4 phòng,0,4.48,1,1,2025-02-25,1
70 tỷ,~700 triệu/m²,100.0,Tây Hồ,9 tầng,,,0,7.0,1,0,2025-02-25,23
Thỏa thuận,,155.0,Tây Hồ,,2 phòng,3 phòng,0,0.0,0,0,2025-02-25,23
Thỏa thuận,,48.0,Đông Anh,,1 phòng,1 phòng,1,0.0,1,0,2025-02-25,25
"4,12 tỷ","~76,32 triệu/m²",54.0,Gia Lâm,,2 phòng,2 phòng,1,0.0,1,0,2025-02-25,4
"16,8 tỷ","~186,67 triệu/m²",90.0,Hà Đông,5 tầng,4 phòng,4 phòng,0,4.5,1,0,2025-02-25,9
"10,3 tỷ","~130,38 triệu/m²",79.0,Hà Đông,3 tầng,3 phòng,3 phòng,1,5.0,1,1,2025-02-25,9
"3,35 tỷ","~50,38 triệu/m²",66.5,Hoàng Mai,,2 phòng,2 phòng,1,0.0,1,1,2025-02-25,8
Thỏa thuận,,63.0,Gia Lâm,,2 phòng,2 phòng,1,0.0,1,1,2025-02-25,4
"11,35 tỷ","~99,56 triệu/m²",114.0,Nam Từ Liêm,,2 phòng,3 phòng,0,0.0,0,1,2025-02-25,12
26 tỷ,"~288,89 triệu/m²",90.0,Long Biên,6 tầng,5 phòng,4 phòng,1,6.0,1,1,2025-02-25,10
"4,15 tỷ","~52,53 triệu/m²",79.0,Long Biên,,,3 phòng,0,0.0,1,0,2025-02-25,10
"13,8 tỷ",~230 triệu/m²,60.0,Long Biên,4 tầng,,4 phòng,0,4.2,1,1,2025-02-25,10
"4,3 tỷ","~68,25 triệu/m²",63.0,Đống Đa,,2 phòng,2 phòng,1,0.0,1,1,2025-02-25,26
Thỏa thuận,,72.0,Hà Đông,,2 phòng,2 phòng,1,0.0,1,0,2025-02-25,9
140 triệu/m²,"~14,56 tỷ",104.0,Hoàn Kiếm,,,,0,5.5,1,1,2025-02-25,7
"5,8 tỷ","~151,83 triệu/m²",38.2,Hà Đông,5 tầng,4 phòng,6 phòng,1,5.1,1,1,2025-02-25,9
"8,6 tỷ","~94,5 triệu/m²",91.0,Hà Đông,,2 phòng,3 phòng,0,0.0,1,1,2025-02-25,9
24 tỷ,"~184,62 triệu/m²",130.0,Hà Đông,4 tầng,,,0,10.0,0,0,2025-02-25,9
74 tỷ,"~264,29 triệu/m²",280.0,Đan Phượng,,5 phòng,4 phòng,1,0.0,1,1,2025-02-25,24
Thỏa thuận,,34.0,Hà Đông,4 tầng,4 phòng,4 phòng,0,5.0,1,1,2025-02-25,9
"3,48 tỷ","~81,02 triệu/m²",43.0,Nam Từ Liêm,,1 phòng,1 phòng,1,0.0,1,1,2025-02-25,12
31 tỷ,"~442,86 triệu/m²",70.0,Ba Đình,9 tầng,,,0,6.3,1,0,2025-02-25,0
6 tỷ,"~139,54 triệu/m²",43.0,Hoàng Mai,5 tầng,5 phòng,6 phòng,0,0.0,1,0,2025-02-25,8
Thỏa thuận,,72.0,Hà Đông,,2 phòng,2 phòng,1,0.0,1,0,2025-02-25,9
80 triệu/m²,"~5,6 tỷ",70.0,Thanh Xuân,,2 phòng,2 phòng,1,0.0,1,1,2025-02-25,20
"19,5 tỷ","~60,22 triệu/m²",323.8,Mê Linh,4 tầng,,,1,10.0,1,0,2025-02-25,11
"3,3 tỷ","~52,38 triệu/m²",63.0,Đông Anh,,2 phòng,2 phòng,1,0.0,1,1,2025-02-25,25
"3,5 tỷ","~55,56 triệu/m²",63.0,Nam Từ Liêm,,1 phòng,2 phòng,1,0.0,1,1,2025-02-25,12
"6,89 tỷ","~87,22 triệu/m²",79.0,Thanh Xuân,,,,0,0.0,1,0,2025-02-25,20
Thỏa thuận,,109.0,Tây Hồ,,2 phòng,3 phòng,1,0.0,1,1,2025-02-25,23
Thỏa thuận,,60.0,Hoàng Mai,,2 phòng,2 phòng,1,0.0,1,1,2025-02-25,8
Thỏa thuận,,130.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-02-25,12
"6,8 tỷ","~165,05 triệu/m²",41.2,Thanh Trì,5 tầng,3 phòng,6 phòng,0,6.84,1,1,2025-02-25,19
9 tỷ,~225 triệu/m²,40.0,Long Biên,4 tầng,3 phòng,4 phòng,0,3.7,1,0,2025-02-25,10
Thỏa thuận,,44.0,Hoài Đức,,,,0,0.0,0,0,2025-02-25,6
"5,48 tỷ","~61,57 triệu/m²",89.0,Hoàng Mai,,2 phòng,2 phòng,0,0.0,1,1,2025-02-25,8
Thỏa thuận,,120.0,Hoàng Mai,6 tầng,,,1,22.0,1,1,2025-02-25,8
"10,2 tỷ",~136 triệu/m²,75.0,Ba Đình,5 tầng,4 phòng,4 phòng,0,4.5,1,0,2025-02-25,0
"12,5 tỷ","~156,25 triệu/m²",80.0,Hoài Đức,5 tầng,,,0,5.0,0,0,2025-02-25,6
"5,3 tỷ","~132,5 triệu/m²",40.0,Thanh Trì,4 tầng,3 phòng,4 phòng,0,4.0,1,1,2025-02-25,19
55 triệu/m²,"~7,32 tỷ",133.0,Nam Từ Liêm,,3 phòng,2 phòng,1,0.0,1,0,2025-02-25,12
Thỏa thuận,,155.0,Đông Anh,,,,0,0.0,0,0,2025-02-25,25
"7,65 tỷ","~78,06 triệu/m²",98.0,Hai Bà Trưng,,2 phòng,3 phòng,0,0.0,1,1,2025-02-25,5
"4,8 tỷ","~64,43 triệu/m²",74.5,Thanh Xuân,,2 phòng,2 phòng,1,0.0,1,1,2025-02-25,20
400 triệu/m²,"~136,4 tỷ",341.0,Tây Hồ,3 tầng,4 phòng,5 phòng,0,0.0,1,1,2025-02-25,23
350 triệu/m²,"~113,4 tỷ",324.0,Tây Hồ,3 tầng,5 phòng,6 phòng,0,12.0,1,0,2025-02-25,23
"3,38 tỷ","~80,43 triệu/m²",42.0,Gia Lâm,,1 phòng,1 phòng,1,0.0,1,0,2025-02-25,4
Thỏa thuận,,82.6,Tây Hồ,,2 phòng,2 phòng,1,0.0,0,1,2025-02-25,23
"3,85 tỷ","~44,77 triệu/m²",86.0,Hà Đông,,2 phòng,3 phòng,1,0.0,1,1,2025-02-25,9
Thỏa thuận,,130.1,Cầu Giấy,,2 phòng,2 phòng,1,0.0,1,1,2025-02-25,3
"12,8 tỷ","~75,29 triệu/m²",170.0,Long Biên,,4 phòng,3 phòng,0,0.0,1,1,2025-02-25,10
"3,79 tỷ","~46,79 triệu/m²",81.0,Hà Đông,,2 phòng,2 phòng,1,0.0,0,0,2025-02-25,9
100 triệu/m²,"~59,3 tỷ",593.0,Hoài Đức,,,,0,12.0,1,0,2025-02-25,6
130 triệu/m²,"~16,34 tỷ",125.7,Bắc Từ Liêm,,2 phòng,3 phòng,0,0.0,0,1,2025-02-25,1
"4,8 tỷ","~63,16 triệu/m²",76.0,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-02-25,12
"5,2 tỷ","~55,32 triệu/m²",94.0,Bắc Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-02-25,1
"4,7 tỷ","~58,75 triệu/m²",80.0,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-02-25,12
"5,5 tỷ","~74,32 triệu/m²",74.0,Long Biên,,2 phòng,2 phòng,0,0.0,1,1,2025-02-25,10
57 tỷ,~250 triệu/m²,228.0,Long Biên,,,,0,0.0,1,1,2025-02-25,10
3 tỷ,"~52,63 triệu/m²",57.0,Hà Đông,,2 phòng,2 phòng,1,0.0,1,1,2025-02-25,9
"5,9 tỷ","~147,5 triệu/m²",40.0,Long Biên,6 tầng,4 phòng,3 phòng,0,0.0,1,1,2025-02-25,10
Thỏa thuận,,33.6,Hoài Đức,,,4 phòng,0,3.3,1,0,2025-02-25,6
150 triệu/m²,~27 tỷ,180.0,Nam Từ Liêm,,,,0,0.0,1,0,2025-02-25,12
Thỏa thuận,,81.0,Bắc Từ Liêm,,2 phòng,2 phòng,0,0.0,1,1,2025-02-25,1
"3,8 tỷ","~58,82 triệu/m²",64.6,Nam Từ Liêm,,,2 phòng,1,0.0,1,1,2025-02-25,12
Thỏa thuận,,82.6,Tây Hồ,,2 phòng,2 phòng,1,0.0,1,1,2025-02-25,23
23 tỷ,"~157,53 triệu/m²",146.0,Ba Đình,,3 phòng,4 phòng,1,0.0,0,0,2025-02-25,0
Thỏa thuận,,168.0,Cầu Giấy,,2 phòng,3 phòng,0,0.0,1,1,2025-02-25,3
"11,99 tỷ","~159,87 triệu/m²",75.0,Ba Đình,,2 phòng,2 phòng,1,0.0,1,1,2025-02-25,0
330 triệu/m²,"~82,5 tỷ",250.0,Tây Hồ,4 tầng,,,0,0.0,1,0,2025-02-25,23
"6,5 tỷ","~46,43 triệu/m²",140.0,Hai Bà Trưng,,3 phòng,4 phòng,0,0.0,1,1,2025-02-25,5
"5,6 tỷ","~60,89 triệu/m²",91.97,Tây Hồ,,2 phòng,3 phòng,0,0.0,1,1,2025-02-25,23
"2,2 tỷ","~46,81 triệu/m²",47.0,Gia Lâm,,1 phòng,1 phòng,0,0.0,1,1,2025-02-25,4
"7,75 tỷ","~82,45 triệu/m²",94.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-02-25,12
31 tỷ,"~469,7 triệu/m²",66.0,Cầu Giấy,9 tầng,10 phòng,10 phòng,0,5.5,1,0,2025-02-25,3
"5,35 tỷ","~58,15 triệu/m²",92.0,Tây Hồ,,2 phòng,3 phòng,1,0.0,0,0,2025-02-25,23
11 tỷ,~220 triệu/m²,50.0,Long Biên,,,,0,5.0,1,1,2025-02-25,10
7 tỷ,"~64,82 triệu/m²",108.0,Cầu Giấy,,2 phòng,3 phòng,0,0.0,0,1,2025-02-25,3
Thỏa thuận,,62.5,Đông Anh,,,,0,0.0,1,1,2025-02-25,25
Thỏa thuận,,63.0,Đông Anh,,,,0,0.0,1,1,2025-02-25,25
"4,9 tỷ","~99,59 triệu/m²",49.2,Đông Anh,,1 phòng,1 phòng,1,0.0,1,1,2025-02-25,25
"5,8 tỷ","~61,7 triệu/m²",94.0,Bắc Từ Liêm,,2 phòng,3 phòng,0,0.0,1,1,2025-02-25,1
"3,55 tỷ","~50,71 triệu/m²",70.0,Long Biên,,2 phòng,2 phòng,0,0.0,1,1,2025-02-25,10
5 tỷ,"~60,24 triệu/m²",83.0,Thanh Xuân,,2 phòng,2 phòng,0,0.0,0,0,2025-02-25,20
"6,9 tỷ","~52,27 triệu/m²",132.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-02-25,12
Thỏa thuận,,93.0,Nam Từ Liêm,,,,0,6.0,1,1,2025-02-25,12
"5,9 tỷ","~74,68 triệu/m²",79.0,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-02-25,12
"4,37 tỷ","~90,94 triệu/m²",48.0,Đông Anh,,1 phòng,1 phòng,1,0.0,1,0,2025-02-25,25
"13,2 tỷ","~258,82 triệu/m²",51.0,Cầu Giấy,6 tầng,,,0,5.1,1,0,2025-02-25,3
18 tỷ,"~74,07 triệu/m²",243.0,Mê Linh,,,,0,15.0,1,0,2025-02-25,11
5 tỷ,"~60,24 triệu/m²",83.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-02-25,12
"14,6 tỷ","~208,57 triệu/m²",70.0,Nam Từ Liêm,17 tầng,17 phòng,17 phòng,0,5.0,1,0,2025-02-25,12
"5,5 tỷ","~53,4 triệu/m²",103.0,Hoàng Mai,,2 phòng,3 phòng,0,0.0,0,1,2025-02-25,8
86 triệu/m²,"~7,05 tỷ",82.0,Thanh Xuân,,2 phòng,2 phòng,1,0.0,1,1,2025-02-25,20
4 tỷ,~50 triệu/m²,80.0,Hoàng Mai,,2 phòng,2 phòng,0,0.0,1,1,2025-02-25,8
4 tỷ,~50 triệu/m²,80.0,Long Biên,,2 phòng,3 phòng,1,0.0,1,1,2025-02-25,10
"3,5 tỷ","~47,3 triệu/m²",74.0,Hoàng Mai,,2 phòng,2 phòng,0,0.0,1,1,2025-02-25,8
"2,6 tỷ","~55,91 triệu/m²",46.5,Nam Từ Liêm,,1 phòng,1 phòng,1,0.0,1,1,2025-02-25,12
"1,68 tỷ",~60 triệu/m²,28.0,Gia Lâm,,1 phòng,,1,0.0,1,1,2025-02-25,4
"9,4 tỷ",~188 triệu/m²,50.0,Thanh Trì,6 tầng,5 phòng,5 phòng,0,4.0,1,1,2025-02-25,19
"14,5 tỷ","~335,65 triệu/m²",43.2,Thanh Xuân,5 tầng,4 phòng,4 phòng,1,6.0,1,1,2025-02-25,20
"6,7 tỷ","~52,76 triệu/m²",127.0,Hà Đông,,,,1,0.0,1,1,2025-02-25,9
"5,2 tỷ","~54,17 triệu/m²",96.0,Hoàng Mai,,2 phòng,2 phòng,0,0.0,1,1,2025-02-25,8
"5,8 tỷ","~67,44 triệu/m²",86.0,Hoàng Mai,,2 phòng,2 phòng,1,0.0,1,1,2025-02-25,8
"5,9 tỷ","~56,19 triệu/m²",105.0,Nam Từ Liêm,,2 phòng,3 phòng,0,0.0,1,0,2025-02-25,12
"43,85 tỷ","~221,46 triệu/m²",198.0,Hà Đông,4 tầng,4 phòng,4 phòng,1,9.0,1,0,2025-02-25,9
Thỏa thuận,,96.0,Đan Phượng,,,,0,0.0,1,0,2025-02-25,24
"23,9 tỷ","~341,43 triệu/m²",70.0,Hà Đông,,,,0,5.0,0,0,2025-02-25,9
Thỏa thuận,,70.0,Nam Từ Liêm,,2 phòng,2 phòng,0,0.0,1,1,2025-02-25,12
"45,16 tỷ","~319,4 triệu/m²",141.4,Đông Anh,5 tầng,,,1,0.0,1,1,2025-02-25,25
Thỏa thuận,,50.0,Nam Từ Liêm,4 tầng,4 phòng,4 phòng,0,4.1,1,1,2025-02-25,12
17 tỷ,"~278,69 triệu/m²",61.0,Hà Đông,6 tầng,,,0,0.0,1,0,2025-02-25,9
"2,5 tỷ","~37,31 triệu/m²",67.0,Hà Đông,,2 phòng,2 phòng,1,0.0,1,1,2025-02-26,9
45 tỷ,~300 triệu/m²,150.0,Nam Từ Liêm,5 tầng,,,0,7.0,1,0,2025-02-26,12
Thỏa thuận,,148.0,Bắc Từ Liêm,5 tầng,,,0,8.0,1,1,2025-02-26,1
Thỏa thuận,,39.7,Đống Đa,,,,0,0.0,1,0,2025-02-26,26
800 triệu,"~19,05 triệu/m²",42.0,Hoàng Mai,,1 phòng,1 phòng,0,0.0,1,1,2025-02-26,8
"5,9 tỷ","~155,26 triệu/m²",38.0,Hà Đông,5 tầng,4 phòng,5 phòng,1,4.0,1,1,2025-02-26,9
Thỏa thuận,,118.0,Hà Đông,,2 phòng,3 phòng,1,0.0,1,1,2025-02-26,9
"4,8 tỷ",~60 triệu/m²,80.0,Long Biên,,2 phòng,2 phòng,1,0.0,1,1,2025-02-26,10
"19,8 tỷ","~172,17 triệu/m²",115.0,Đống Đa,8 tầng,20 phòng,20 phòng,0,0.0,1,1,2025-02-26,26
"2,25 tỷ","~38,79 triệu/m²",58.0,Gia Lâm,,1 phòng,2 phòng,0,0.0,1,1,2025-02-26,4
"3,95 tỷ","~57,25 triệu/m²",69.0,Bắc Từ Liêm,,1 phòng,2 phòng,0,0.0,1,0,2025-02-26,1
"2,8 tỷ","~52,83 triệu/m²",53.0,Hoàng Mai,,2 phòng,2 phòng,1,0.0,0,1,2025-02-26,8
12 tỷ,"~255,32 triệu/m²",47.0,Cầu Giấy,7 tầng,6 phòng,4 phòng,0,5.0,1,1,2025-02-26,3
"19,2 tỷ","~95,05 triệu/m²",202.0,Thanh Xuân,,4 phòng,4 phòng,0,0.0,1,1,2025-02-26,20
Thỏa thuận,,101.5,Gia Lâm,,2 phòng,3 phòng,1,0.0,1,1,2025-02-26,4
14 tỷ,"~97,22 triệu/m²",144.0,Thanh Xuân,,3 phòng,3 phòng,0,0.0,1,1,2025-02-26,20
"3,7 tỷ","~66,79 triệu/m²",55.4,Gia Lâm,,2 phòng,2 phòng,1,0.0,1,0,2025-02-26,4
"14,8 tỷ","~116,08 triệu/m²",127.5,Cầu Giấy,,2 phòng,3 phòng,1,0.0,1,1,2025-02-26,3
Thỏa thuận,,46.2,Đông Anh,,,1 phòng,0,0.0,0,0,2025-02-26,25
"3,65 tỷ","~60,23 triệu/m²",60.6,Gia Lâm,,2 phòng,2 phòng,1,0.0,1,1,2025-02-26,4
"30,5 tỷ",~244 triệu/m²,125.0,Thanh Trì,1 tầng,1 phòng,1 phòng,0,8.0,1,1,2025-02-26,19
Thỏa thuận,,96.0,Đan Phượng,5 tầng,,,0,8.0,1,0,2025-02-26,24
19 tỷ,"~211,11 triệu/m²",90.0,Thanh Xuân,4 tầng,4 phòng,4 phòng,1,6.0,1,1,2025-02-26,20
110 tỷ,"~366,67 triệu/m²",300.0,Long Biên,4 tầng,4 phòng,4 phòng,1,0.0,1,0,2025-02-26,10
"16,5 tỷ","~121,03 triệu/m²",136.33,Đống Đa,,,3 phòng,0,0.0,0,0,2025-02-26,26
Thỏa thuận,,80.0,Hoài Đức,5 tầng,,,0,5.0,1,1,2025-02-26,6
12 tỷ,~250 triệu/m²,48.0,Cầu Giấy,7 tầng,6 phòng,4 phòng,0,5.0,1,1,2025-02-26,3
Thỏa thuận,,109.0,Hoài Đức,,3 phòng,3 phòng,1,0.0,1,1,2025-02-26,6
26 tỷ,~208 triệu/m²,125.0,Bắc Từ Liêm,4 tầng,,,0,5.1,0,0,2025-02-26,1
"3,89 tỷ",~18 triệu/m²,216.0,Sóc Sơn,2 tầng,3 phòng,6 phòng,1,9.0,1,1,2025-02-26,16
5 tỷ,"~60,98 triệu/m²",82.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-02-26,12
"16,9 tỷ","~272,58 triệu/m²",62.0,Cầu Giấy,,,,0,0.0,1,1,2025-02-26,3
"3,5 tỷ","~77,78 triệu/m²",45.0,Cầu Giấy,,,1 phòng,0,0.0,1,1,2025-02-26,3
"11,95 tỷ","~199,17 triệu/m²",60.0,Hoàng Mai,3 tầng,3 phòng,3 phòng,0,3.0,1,1,2025-02-26,8
"8,75 tỷ","~208,33 triệu/m²",42.0,Long Biên,6 tầng,3 phòng,3 phòng,1,5.0,1,1,2025-02-26,10
25 tỷ,"~277,78 triệu/m²",90.0,Nam Từ Liêm,,,,0,0.0,0,0,2025-02-26,12
"5,3 tỷ","~69,74 triệu/m²",76.0,Nam Từ Liêm,,2 phòng,3 phòng,1,0.0,1,1,2025-02-26,12
"4,35 tỷ","~96,67 triệu/m²",45.0,Gia Lâm,3 tầng,3 phòng,4 phòng,1,4.5,1,1,2025-02-26,4
"2,49 tỷ","~57,37 triệu/m²",43.4,Gia Lâm,,1 phòng,1 phòng,1,0.0,1,1,2025-02-26,4
"12,5 tỷ","~123,27 triệu/m²",101.4,Bắc Từ Liêm,,2 phòng,3 phòng,0,0.0,1,1,2025-02-26,1
4 tỷ,"~57,14 triệu/m²",70.0,Hoài Đức,1 tầng,1 phòng,2 phòng,1,5.0,1,1,2025-02-26,6
135 triệu/m²,"~9,45 tỷ",70.0,Đan Phượng,,,,0,5.0,0,0,2025-02-26,24
250 triệu,"~1,67 triệu/m²",150.0,Thanh Xuân,,,,0,0.0,1,0,2025-02-26,20
Thỏa thuận,,70.0,Thanh Xuân,,,2 phòng,1,0.0,1,0,2025-02-26,20
"12,9 tỷ",~215 triệu/m²,60.0,Hoàng Mai,5 tầng,5 phòng,6 phòng,0,4.0,1,1,2025-02-26,8
55 tỷ,"~611,11 triệu/m²",90.0,Hai Bà Trưng,1 tầng,1 phòng,1 phòng,0,8.5,1,0,2025-02-26,5
Thỏa thuận,,94.7,Thanh Trì,,2 phòng,3 phòng,1,0.0,1,1,2025-02-26,19
"5,8 tỷ","~71,78 triệu/m²",80.8,Nam Từ Liêm,,2 phòng,3 phòng,0,0.0,1,1,2025-02-26,12
37 tỷ,"~528,57 triệu/m²",70.0,Cầu Giấy,,,,0,0.0,0,0,2025-02-26,3
Thỏa thuận,,135.0,Hoài Đức,5 tầng,,,0,7.5,1,0,2025-02-26,6
27 tỷ,"~241,07 triệu/m²",112.0,Hai Bà Trưng,5 tầng,,,0,4.5,1,1,2025-02-26,5
19 tỷ,~190 triệu/m²,100.0,Hoài Đức,,,,0,0.0,0,0,2025-02-26,6
19 tỷ,"~74,22 triệu/m²",256.0,Ba Đình,,3 phòng,4 phòng,1,0.0,1,1,2025-02-26,0
"7,3 tỷ","~70,6 triệu/m²",103.4,Nam Từ Liêm,,2 phòng,3 phòng,0,0.0,1,1,2025-02-26,12
"11,8 tỷ","~226,92 triệu/m²",52.0,Đống Đa,6 tầng,,,0,0.0,0,1,2025-02-26,26
20 tỷ,"~266,67 triệu/m²",75.0,Long Biên,7 tầng,6 phòng,6 phòng,1,5.25,1,1,2025-02-26,10
"30,5 tỷ","~130,34 triệu/m²",234.0,Tây Hồ,,4 phòng,4 phòng,0,0.0,1,1,2025-02-26,23
8 tỷ,"~105,26 triệu/m²",76.0,Tây Hồ,,2 phòng,2 phòng,0,0.0,1,1,2025-02-26,23
Thỏa thuận,,260.0,Ba Đình,10 tầng,52 phòng,45 phòng,1,15.0,1,1,2025-02-26,0
"3,8 tỷ","~65,52 triệu/m²",58.0,Hoàng Mai,,2 phòng,2 phòng,1,0.0,1,1,2025-02-26,8
"112,8 triệu/m²","~8,69 tỷ",77.0,Đống Đa,,2 phòng,2 phòng,1,0.0,1,1,2025-02-26,26
"7,9 tỷ","~68,7 triệu/m²",115.0,Hai Bà Trưng,,3 phòng,3 phòng,0,0.0,1,1,2025-02-26,5
30 tỷ,"~333,33 triệu/m²",90.0,Long Biên,4 tầng,,4 phòng,0,6.0,0,0,2025-02-26,10
"17,1 tỷ","~247,83 triệu/m²",69.0,Cầu Giấy,7 tầng,6 phòng,4 phòng,0,6.5,1,1,2025-02-26,3
"2,98 tỷ","~29,8 triệu/m²",100.0,Sơn Tây,,,,0,5.0,0,0,2025-02-26,17
17 tỷ,"~269,84 triệu/m²",63.0,Hoàn Kiếm,2 tầng,2 phòng,4 phòng,0,0.0,1,1,2025-02-26,7
"7,8 tỷ","~81,25 triệu/m²",96.0,Bắc Từ Liêm,,2 phòng,3 phòng,0,0.0,1,1,2025-02-26,1
"6,8 tỷ","~165,85 triệu/m²",41.0,Thanh Trì,5 tầng,4 phòng,4 phòng,1,4.0,1,1,2025-02-26,19
"2,85 tỷ","~45,24 triệu/m²",63.0,Hà Đông,,2 phòng,2 phòng,1,0.0,1,1,2025-02-26,9
"5,5 tỷ","~64,71 triệu/m²",85.0,Long Biên,,2 phòng,3 phòng,0,0.0,1,1,2025-02-26,10
Thỏa thuận,,72.0,Đan Phượng,4 tầng,,,0,8.0,0,0,2025-02-26,24
"6,85 triệu",,35.0,Bắc Từ Liêm,,3 phòng,3 phòng,0,3.2,1,0,2025-02-26,1
Thỏa thuận,,40.0,Đông Anh,4 tầng,,,0,4.5,0,0,2025-02-26,25
Thỏa thuận,,54.6,Gia Lâm,,1 phòng,2 phòng,1,0.0,1,0,2025-02-26,4
"17,5 tỷ",~280 triệu/m²,62.5,Đông Anh,5 tầng,,,1,5.0,1,1,2025-02-26,25
"18,8 tỷ","~361,54 triệu/m²",52.0,Cầu Giấy,,,,0,0.0,1,0,2025-02-26,3
19 tỷ,~380 triệu/m²,50.0,Đống Đa,5 tầng,6 phòng,5 phòng,1,3.3,1,1,2025-02-26,26
"4,35 tỷ","~77,68 triệu/m²",56.0,Đông Anh,3 tầng,3 phòng,3 phòng,0,4.0,1,0,2025-02-26,25
"5,8 tỷ","~58,12 triệu/m²",99.8,Gia Lâm,,2 phòng,3 phòng,1,0.0,1,1,2025-02-26,4
"3,5 tỷ","~63,64 triệu/m²",55.0,Nam Từ Liêm,,2 phòng,2 phòng,1,0.0,1,1,2025-02-26,12
42 tỷ,"~233,33 triệu/m²",180.0,Long Biên,4 tầng,4 phòng,5 phòng,0,9.0,1,1,2025-02-26,10
Thỏa thuận,,74.0,Hà Đông,,2 phòng,2 phòng,0,0.0,1,1,2025-02-26,9
"2,9 tỷ",~58 triệu/m²,50.0,Ba Đình,,1 phòng,1 phòng,0,0.0,1,1,2025-02-26,0
58 tỷ,"~690,48 triệu/m²",84.0,Cầu Giấy,5 tầng,,,0,5.0,1,1,2025-02-26,3
"3,9 tỷ","~83,51 triệu/m²",46.7,Hai Bà Trưng,,1 phòng,1 phòng,0,0.0,1,1,2025-02-26,5
"33,5 tỷ","~167,5 triệu/m²",200.0,Hà Đông,5 tầng,5 phòng,5 phòng,0,6.0,1,0,2025-02-26,9
